"SurveyID","nb_species","aesthe_survey_pres","aesthe_survey_abund","aesthe_SR_survey","nb_sp_pos_survey","nb_sp_neg_survey"
"10000034",25,1912.89309755213,1557.61652260499,2287.34065519221,6,19
"10000035",22,1949.56424095665,1580.40377182182,2228.3491786518,5,17
"10000036",32,1981.83733764749,1615.06002995718,2405.71569249515,5,27
"10000038",33,1736.30305849466,1199.50103277678,2420.89448855093,5,28
"10000039",25,1952.45859773346,1350.46812235204,2287.34065519221,4,21
"10000040",30,1758.5196459306,1129.2505249142,2374.18906024059,6,24
"10000041",28,2060.1337880786,1786.72920783067,2340.94327947849,6,22
"10000042",20,1885.64703641527,1366.85517918216,2185.35845629437,8,12
"10000043",25,2002.90762519614,1392.91844144471,2287.34065519221,7,18
"10000044",16,1957.22880360216,1950.3516087455,2087.92318348224,3,13
"10000045",23,1930.01258006597,1558.39922266283,2248.68783741607,3,20
"10000046",20,1958.99932733398,1806.16268990535,2185.35845629437,6,14
"10000047",21,1986.12262453953,1620.42830213901,2207.26116887512,5,16
"10000048",20,2047.31721678014,1869.71794365917,2185.35845629437,5,15
"10000049",23,2073.83605001639,2062.33886607701,2248.68783741607,7,16
"10000050",22,2122.39911426602,2146.75477883657,2228.3491786518,6,16
"10000051",28,2126.26507366973,1746.94614558397,2340.94327947849,6,22
"10000052",22,2056.34548619379,1552.81628389807,2228.3491786518,3,19
"10000053",20,2000.15677049362,1959.63749057316,2185.35845629437,5,15
"10000054",19,1896.64386047544,1614.93915660399,2162.56636020013,4,15
"10000055",23,2014.62924219693,1967.26501001658,2248.68783741607,5,18
"10000056",27,1904.82266212284,1325.20832352644,2323.60649590586,7,20
"10000057",26,1954.86683162799,1992.6020083885,2305.75108410937,6,20
"10000058",23,2047.54958739718,1900.09081319251,2248.68783741607,6,17
"10000059",19,1996.66714526275,1692.60237869091,2162.56636020013,5,14
"10000060",46,1944.68196837183,1767.10527439737,2590.94954296761,14,32
"10000061",30,2015.5307683192,2166.64882488282,2374.18906024059,5,25
"10000062",48,1908.24439778612,1595.45845989835,2613.58673801098,14,34
"10000063",39,1859.23233863237,1432.46196788923,2504.98447234734,12,27
"10000064",13,1950.26066598413,1981.00741994591,2001.16379457045,2,11
"10000065",27,2273.43349117556,2379.83415833593,2323.60649590586,6,21
"10000066",27,1979.63369229289,1740.77725571323,2323.60649590586,9,18
"10000067",25,2045.88601180584,1907.47314759291,2287.34065519221,6,19
"10000068",38,1961.62446915845,1725.48727759824,2491.71993967651,8,30
"10000069",31,1982.43583049537,1478.84932175123,2390.15469389133,6,25
"10000070",33,2065.19687538944,1873.51764644065,2420.89448855093,8,25
"10000071",21,1906.62024201561,1615.92357583054,2207.26116887512,2,19
"10000072",22,1887.22438930971,1478.40077577083,2228.3491786518,4,18
"10000073",27,1951.84715774092,1590.69609639093,2323.60649590586,6,21
"10000074",23,1840.13662229405,1479.10570662527,2248.68783741607,4,19
"10000075",25,1940.55019604883,1706.00555481153,2287.34065519221,6,19
"10000076",29,2303.81011508469,1998.03247813161,2357.79423966008,8,21
"1003253",7,1559.8151853441,1243.71247177087,1763.32076508842,0,7
"1003254",13,1663.62695009119,1468.57525085336,2001.16379457045,0,13
"1003255",11,1640.36749544789,1362.50223507407,1933.98659929558,1,10
"1003256",9,1599.30197343925,1386.09261301471,1856.26587460569,0,9
"1003257",14,1634.03090222011,1256.19340731618,2031.70713799962,0,14
"1003258",14,1652.11556309622,1301.2120654185,2031.70713799962,1,13
"1003259",6,1522.38740446081,1309.82661895057,1708.62817714657,0,6
"1003260",1,1150.67276488192,1025.29167742908,1184.66451052022,1,0
"1003261",1,1150.67276488192,1160.99818604003,1184.66451052022,1,0
"1003262",1,1150.67276488192,1101.98923201365,1184.66451052022,1,0
"1003263",15,1593.82620679338,1290.7906565139,2060.56118614118,0,15
"1003264",8,1655.03112680806,1572.13151232634,1812.11073017574,1,7
"1003265",14,1628.7471848617,1423.79558125338,2031.70713799962,0,14
"1003266",15,1656.95688222986,1284.59323614825,2060.56118614118,0,15
"1003267",17,1684.78242192917,1260.54226915399,2113.95669457394,0,17
"1003268",12,1632.78388073325,1255.6288507522,1968.69006049611,0,12
"1003269",16,1674.21679900608,1378.01213064385,2087.92318348224,1,15
"1003270",10,1633.2476523296,1498.61038844342,1896.67490607898,2,8
"1003271",15,1582.61238885653,1211.39520670068,2060.56118614118,0,15
"1003272",10,1674.62376777482,1429.60386528009,1896.67490607898,2,8
"1003273",6,1575.89362503288,1358.89768568684,1708.62817714657,1,5
"1003274",6,1603.32514092396,1519.03093043537,1708.62817714657,2,4
"1003275",5,1580.49112338288,1518.77135667799,1646.12614877363,1,4
"1003276",7,1596.2473738543,1377.00811317488,1763.32076508842,1,6
"1003277",3,1387.60699582282,1384.2776428377,1482.92019466158,1,2
"1003278",39,2599.42314243449,2593.96135714784,2504.98447234734,8,31
"1003280",35,2516.49181799662,2344.68971701359,2450.1860183293,11,24
"1003281",28,2351.62397354974,2157.18214538319,2340.94327947849,6,22
"1003282",29,2464.4883646079,2355.20266603934,2357.79423966008,7,22
"1003283",32,2364.8507817237,2153.74321553444,2405.71569249515,7,25
"1003284",35,2532.97864671476,2611.36930007126,2450.1860183293,9,26
"1003285",35,2530.87691459948,2410.0274214715,2450.1860183293,6,29
"1003286",42,2557.54060457247,2387.87876980468,2543.21752514954,9,33
"1003287",35,2400.7629484452,2317.2002566644,2450.1860183293,8,27
"1003288",47,2784.98042378518,2752.24117157814,2602.36394728806,11,36
"1003289",33,2413.63770571857,2305.18628724813,2420.89448855093,8,25
"1003290",8,1667.45946380247,1516.15915000547,1812.11073017574,1,7
"1003291",34,2561.13719572092,2936.18078856014,2435.71163614839,5,29
"1003292",33,2533.97804565574,2362.1833649304,2420.89448855093,11,22
"1003629",33,2569.58938349731,2677.54727357372,2420.89448855093,9,24
"1003630",21,2243.91064218312,2392.4778087982,2207.26116887512,4,17
"1003631",28,2364.61648982158,2734.54962257901,2340.94327947849,7,21
"1003632",19,2139.88571142237,2413.62197734981,2162.56636020013,5,14
"1003633",34,2368.88365902195,2305.65635097987,2435.71163614839,7,27
"1003634",33,2309.28114110992,2141.86221833895,2420.89448855093,7,26
"1003635",28,2447.20059263555,2137.03173242287,2340.94327947849,5,23
"1003636",38,2340.06429993657,2206.90170981944,2491.71993967651,4,34
"1003637",33,2415.25867162178,2749.45149507925,2420.89448855093,5,28
"1003638",28,2348.87319718083,2700.6142411239,2340.94327947849,5,23
"1003639",31,2344.15793606863,2953.76987691809,2390.15469389133,6,25
"1003640",34,2437.06780045695,2499.5824778203,2435.71163614839,5,29
"1003641",30,2340.80328626336,2329.59365752132,2374.18906024059,5,25
"1003642",42,2499.51114830787,2694.11160440951,2543.21752514954,6,36
"1003643",37,2306.47154307044,2396.42642295739,2478.17471526668,6,31
"1003644",29,2232.23818748268,2549.59635590845,2357.79423966008,5,24
"1003645",28,2418.81128723172,2655.74271606891,2340.94327947849,5,23
"1003646",37,2396.50421975434,1720.92435785049,2478.17471526668,10,27
"1003647",35,2290.96102130184,1860.59008746348,2450.1860183293,5,30
"1003648",35,2294.50371235196,2244.05960103313,2450.1860183293,7,28
"1003649",36,2363.75167225217,1790.03990068694,2464.33502634194,8,28
"1003650",37,2416.61061153113,2428.05166220258,2478.17471526668,6,31
"1003651",36,2159.70793735488,2547.89721216479,2464.33502634194,4,32
"1003652",31,2463.04104872067,2985.07703387749,2390.15469389133,6,25
"1003653",28,2354.30354670168,2682.78467520489,2340.94327947849,5,23
"1003654",26,2558.94586740275,3087.86377074501,2305.75108410937,6,20
"1003655",23,2348.3300380793,2669.89538878165,2248.68783741607,4,19
"1003656",20,2284.70853147766,2488.18003291694,2185.35845629437,3,17
"1003657",20,2251.54287482032,2472.2344515784,2185.35845629437,2,18
"1003659",23,2458.50749482836,2600.49818388926,2248.68783741607,5,18
"1003660",25,2498.41922398817,2755.63351109446,2287.34065519221,6,19
"1003661",30,2583.69920239004,2646.55317143145,2374.18906024059,6,24
"1003662",29,2594.25524156462,3111.767589469,2357.79423966008,5,24
"1003663",28,2572.62780966433,3557.12591575516,2340.94327947849,4,24
"1003664",28,2469.94837409552,2765.76537490794,2340.94327947849,6,22
"1003665",31,2451.73225172032,2460.12108088264,2390.15469389133,5,26
"1003666",36,2471.22942971928,2966.32533430309,2464.33502634194,8,28
"1003667",39,2548.59281446504,2425.81152304255,2504.98447234734,8,31
"1003668",29,2555.36773762609,2951.84652958825,2357.79423966008,7,22
"1003669",35,2731.92288603869,2971.37372012113,2450.1860183293,11,24
"1003670",36,2412.44322316614,2761.55745589762,2464.33502634194,7,29
"1003671",28,2525.40713342215,2980.12744592969,2340.94327947849,4,24
"1003672",32,2379.26235170032,2808.55949900683,2405.71569249515,5,27
"1003673",35,2566.58484109583,2680.43922368677,2450.1860183293,7,28
"1003674",34,2465.04383976526,2442.96480184461,2435.71163614839,8,26
"1003675",44,2567.87607010656,2375.04760267798,2567.51523707907,9,35
"1003676",34,2508.91967784241,2704.94647810307,2435.71163614839,8,26
"1003677",37,2515.61435022753,2712.47976801594,2478.17471526668,7,30
"1003678",36,2298.04441962733,2321.39455655121,2464.33502634194,5,31
"1003679",42,2600.64532284612,2539.56713224526,2543.21752514954,10,32
"1003680",43,2469.95236639491,2065.38622971842,2555.47878346624,8,35
"1003681",23,2459.84235153874,2553.18063777931,2248.68783741607,5,18
"1003682",34,2708.38651033587,2707.63299341062,2435.71163614839,9,25
"1003683",34,2573.53848724014,2855.4459369831,2435.71163614839,7,27
"1003684",41,2616.75683716736,2830.78556679622,2530.72175773865,9,32
"1003685",35,2633.70937054913,2895.70597023904,2450.1860183293,7,28
"1003686",33,2685.55709691865,3427.07261519831,2420.89448855093,6,27
"1003687",27,2451.9053672332,2508.81892985803,2323.60649590586,6,21
"1003688",38,2669.44695471947,2774.05181240363,2491.71993967651,9,29
"1003689",31,2354.62396032077,2359.70716571983,2390.15469389133,8,23
"1003690",34,2544.40650557153,2865.96930034245,2435.71163614839,8,26
"1003691",24,2369.30234801728,2501.00240490365,2268.33468283819,4,20
"1003692",29,2353.49558423624,2207.19322049762,2357.79423966008,4,25
"1003693",28,2132.40321025858,2309.66980435008,2340.94327947849,3,25
"1003694",30,2504.55563112695,2940.32032232352,2374.18906024059,7,23
"1003695",31,2582.51426934081,3432.50675260249,2390.15469389133,8,23
"1003696",28,2568.5430301636,2716.46300775509,2340.94327947849,7,21
"1003697",29,2358.97324963464,2865.7285213028,2357.79423966008,6,23
"1003698",34,2528.93356846857,2946.3720477778,2435.71163614839,6,28
"1003699",31,2300.40549794101,2858.50384279877,2390.15469389133,8,23
"1003745",8,1555.2193063325,1230.50780454797,1812.11073017574,0,8
"1003746",12,1719.0115442953,1649.17811879899,1968.69006049611,0,12
"1003747",7,1610.203008296,1449.27146391782,1763.32076508842,0,7
"1003748",14,1644.88365890905,1326.47950131763,2031.70713799962,0,14
"1003749",13,1632.24842566319,1390.77562814139,2001.16379457045,0,13
"1003750",9,1576.27803850556,1227.39559324684,1856.26587460569,0,9
"1003752",18,1668.29782620052,1246.61360038131,2138.79896507223,0,18
"1003753",9,1624.51221922217,1381.9685376236,1856.26587460569,0,9
"1003754",8,1644.51914432814,1334.69202989091,1812.11073017574,0,8
"1003755",7,1544.87819161923,1381.21771895225,1763.32076508842,0,7
"1003756",1,1150.67276488192,1029.55590666055,1184.66451052022,1,0
"1003759",13,1714.39443232687,1360.34836740841,2001.16379457045,0,13
"1003760",10,1640.50834838406,1542.81263087775,1896.67490607898,1,9
"1003761",11,1615.9415287469,1361.13445376859,1933.98659929558,0,11
"1003762",15,1689.7809688184,1291.06232720146,2060.56118614118,1,14
"1003763",19,1660.50749246251,1330.76968351032,2162.56636020013,1,18
"1003764",11,1674.05533716266,1317.52654047685,1933.98659929558,0,11
"1003765",16,1651.59378274374,1170.92192469603,2087.92318348224,1,15
"1003766",18,1762.30976051701,1445.44864424878,2138.79896507223,0,18
"1003767",13,1704.78268323471,1512.22644775973,2001.16379457045,0,13
"1003768",10,1726.29097995115,1471.90714156252,1896.67490607898,0,10
"1003769",16,1703.00806198894,1288.21412012742,2087.92318348224,0,16
"1003770",19,1656.65561537282,1333.60700272318,2162.56636020013,0,19
"1003771",12,1627.87928973119,1341.33513782125,1968.69006049611,0,12
"1003772",7,1616.65356014194,1436.43853883176,1763.32076508842,2,5
"1003773",7,1610.91176393372,1376.6556665823,1763.32076508842,2,5
"1003774",5,1570.12035788643,1524.97594407382,1646.12614877363,2,3
"1003775",8,1588.02382636428,1169.82962797473,1812.11073017574,2,6
"1003776",2,1279.14294090708,1316.55622247663,1364.97646362037,2,0
"1003777",52,2442.17210291609,1889.75918236275,2656.6981055205,14,38
"1003778",55,2331.3458252082,1847.30582223099,2687.33120998132,15,40
"1003780",22,2301.32626332581,2102.86371747259,2228.3491786518,5,17
"1003781",28,2412.2425624265,2199.4168243752,2340.94327947849,7,21
"1003782",35,2741.58832982261,2598.14073493825,2450.1860183293,7,28
"1003783",30,2602.70317597014,2674.60436875852,2374.18906024059,9,21
"1003784",46,2393.8729028374,2131.28502338935,2590.94954296761,10,36
"1003785",42,2495.59110687558,2245.49393900356,2543.21752514954,12,30
"1003786",43,2578.96652662051,2233.32615075124,2555.47878346624,12,31
"1003787",32,2604.41244072265,2553.86537611415,2405.71569249515,11,21
"1003788",5,1578.7823856886,1477.47804494975,1646.12614877363,1,4
"1003793",49,2531.28689088782,1906.13727721653,2624.62502504328,13,36
"20003005",45,3186.43387128054,3521.60869524354,2579.33597919865,9,36
"20003006",51,3072.64764889739,3206.61826438646,2646.17454577679,10,41
"20003007",55,3373.87316682006,3237.56590728634,2687.33120998132,15,40
"20003008",49,3013.98362530378,3300.59492334254,2624.62502504328,11,38
"20003009",52,3506.59939398533,3547.80748769878,2656.6981055205,12,40
"20003010",54,3069.45363885355,3303.41025152185,2677.2712016452,12,42
"20003011",48,2910.54347426911,2779.99917319611,2613.58673801098,14,34
"20003012",57,3324.46931507967,2885.91071049482,2707.02236739438,11,46
"20003013",55,3273.83703416461,3463.24759473809,2687.33120998132,17,38
"20003014",75,3023.36654893458,3997.57337969592,2863.21031780169,19,56
"20003015",52,3291.03247083176,3517.94608714888,2656.6981055205,11,41
"20003016",53,3360.76510014607,3460.80652631287,2667.061866114,10,43
"20003017",41,2808.85927766438,2551.32700841106,2530.72175773865,10,31
"2000855",12,1831.03960630198,1674.00550514865,1968.69006049611,3,9
"2000856",15,1813.20415837695,1659.43023934817,2060.56118614118,2,13
"2000859",16,1885.32541407951,1643.01244318111,2087.92318348224,2,14
"2000860",15,1925.24658567902,1679.48774724797,2060.56118614118,5,10
"2000861",20,1839.85587597545,1388.61837142539,2185.35845629437,5,15
"2000862",23,1911.32549178039,1870.16480761282,2248.68783741607,8,15
"2000877",22,2091.11808674225,1981.10555782957,2228.3491786518,9,13
"2000883",16,1961.73663836444,1855.32237458633,2087.92318348224,5,11
"2000884",20,1956.7759654094,1942.36259511224,2185.35845629437,5,15
"2000886",9,1808.72217379731,1835.78633468756,1856.26587460569,4,5
"2000892",13,1986.32043731387,2066.06182727361,2001.16379457045,6,7
"2000907",21,1931.91384231554,1651.90933296129,2207.26116887512,7,14
"2000908",17,1859.50053368309,1254.1548722971,2113.95669457394,3,14
"2000923",14,1915.80915255643,1867.25559382999,2031.70713799962,3,11
"2000924",21,1793.5235720677,1882.68270224387,2207.26116887512,4,17
"2000925",20,1950.15137685518,2002.07269081344,2185.35845629437,6,14
"2000926",11,1872.83356928338,1707.2992060679,1933.98659929558,3,8
"2000927",17,1858.25477215727,1657.72495052538,2113.95669457394,4,13
"2000932",15,1962.85710799761,1778.73636853159,2060.56118614118,5,10
"2000937",22,1980.97148562706,2142.4143260603,2228.3491786518,8,14
"2000938",25,2295.68704055153,2351.74157217532,2287.34065519221,11,14
"2000939",17,2047.82054089468,2211.38673216048,2113.95669457394,8,9
"2000944",27,1927.91477784173,1870.41299356275,2323.60649590586,6,21
"2000947",39,2181.48333248281,2001.58410577686,2504.98447234734,12,27
"2000948",24,1960.02367839135,1957.74716625674,2268.33468283819,8,16
"2000949",47,2441.19446212598,2378.35071547046,2602.36394728806,15,32
"2000950",26,1837.02411918363,1383.81641807656,2305.75108410937,6,20
"2000951",24,1905.28207417844,1777.27880941354,2268.33468283819,3,21
"2000956",2,1320.74005598694,1178.4160261532,1364.97646362037,0,2
"2000962",18,2184.93732239914,2217.11019921157,2138.79896507223,7,11
"2000967",23,1936.70370196604,1341.07040972798,2248.68783741607,2,21
"2000968",22,1862.13665035943,1400.29633235974,2228.3491786518,6,16
"2000969",20,1882.34071302714,1492.8976740732,2185.35845629437,4,16
"2000970",24,1866.27201812582,1491.09536309912,2268.33468283819,1,23
"2000971",27,1816.90813071676,1405.01767859938,2323.60649590586,5,22
"2000972",21,1981.16842600969,1452.26235015859,2207.26116887512,4,17
"2000973",25,1912.92233517524,1479.74785982675,2287.34065519221,5,20
"2000977",18,1892.90198525689,1749.76951280234,2138.79896507223,5,13
"2000982",16,1971.57074229864,1753.3222871387,2087.92318348224,5,11
"2000999",18,1824.60913258601,1461.25575634458,2138.79896507223,4,14
"2001010",11,1867.03475393615,1826.11030295646,1933.98659929558,3,8
"2001011",15,1978.72531097672,2006.98554758911,2060.56118614118,4,11
"2001012",12,1926.62588863135,1924.98115292259,1968.69006049611,1,11
"2001021",22,1932.53238929216,1494.46280660631,2228.3491786518,5,17
"2001034",17,1847.0655374609,1517.56266600869,2113.95669457394,3,14
"2001035",15,1973.08048490353,1753.97830886315,2060.56118614118,2,13
"2001036",19,1966.24668590229,2092.42277657368,2162.56636020013,4,15
"2001037",28,2040.40865008721,1880.40143669154,2340.94327947849,10,18
"2001038",8,1704.08108851868,1548.94665804139,1812.11073017574,1,7
"2001039",7,1634.21870336394,1644.5784333672,1763.32076508842,1,6
"2001040",6,1537.05891325745,1381.16710582923,1708.62817714657,1,5
"2001086",16,1918.90369153943,1469.89549465236,2087.92318348224,3,13
"2001087",20,1920.08619398628,1550.6832272338,2185.35845629437,4,16
"2001099",13,1907.22195579225,1860.84168673792,2001.16379457045,1,12
"2001100",18,1826.79649046997,1751.21119210878,2138.79896507223,4,14
"2001101",8,1731.2391612929,1729.87519901392,1812.11073017574,2,6
"2001102",10,1764.27935178657,1879.79600649512,1896.67490607898,1,9
"2001107",20,1802.7711246854,1201.63196888868,2185.35845629437,4,16
"2001109",12,1802.65277764057,1651.36548465337,1968.69006049611,4,8
"2001110",22,1987.77503741329,1673.96805309819,2228.3491786518,7,15
"2001112",19,2038.58924122488,1877.32395080411,2162.56636020013,5,14
"2001113",16,1902.89061191258,1753.68810290787,2087.92318348224,4,12
"2001114",12,1792.19564364168,1749.87899958805,1968.69006049611,3,9
"2001115",17,1835.72627233996,1501.88476110537,2113.95669457394,5,12
"2001118",12,1866.83491617615,1571.16537034258,1968.69006049611,0,12
"2001119",23,1904.14498857156,1514.99746247666,2248.68783741607,4,19
"2001120",20,1895.42677757028,1585.88107076583,2185.35845629437,4,16
"2001121",18,1904.38356042023,1870.42945677092,2138.79896507223,4,14
"2001122",17,2020.69974896713,1707.73206658364,2113.95669457394,3,14
"2001129",15,1802.74862510933,1566.93987322887,2060.56118614118,2,13
"2001130",33,2091.61553673422,1826.00006424265,2420.89448855093,9,24
"2001131",29,2079.24296955353,1822.13165976376,2357.79423966008,7,22
"2001132",23,1943.04925811097,1456.06621705154,2248.68783741607,4,19
"2001143",26,2066.85953928684,1899.6816333077,2305.75108410937,9,17
"2001144",24,2282.56542902973,2122.58319911956,2268.33468283819,8,16
"2001162",17,1776.28675130636,1202.2887662866,2113.95669457394,4,13
"2001163",16,1911.50756969215,1765.5294427271,2087.92318348224,3,13
"2001164",19,1956.73679855625,1600.79140116984,2162.56636020013,4,15
"2001166",21,1710.74565676339,1198.43402337961,2207.26116887512,6,15
"2001167",24,1764.25642949754,1271.81704919972,2268.33468283819,10,14
"2001186",18,1781.64389132971,1238.4110413112,2138.79896507223,4,14
"2001187",14,1785.11832420549,1548.85665828202,2031.70713799962,1,13
"2001188",15,1804.25484036846,1755.98477067516,2060.56118614118,3,12
"2001189",9,1832.73981604943,1734.17731628789,1856.26587460569,1,8
"2001190",18,1846.04651827023,1855.4030782536,2138.79896507223,4,14
"2001191",14,1920.20904931445,1796.76244816883,2031.70713799962,2,12
"2001199",15,1924.13571869179,1883.10205931731,2060.56118614118,4,11
"2001200",14,1850.50775223354,1833.28321181757,2031.70713799962,2,12
"2001202",14,1941.80852968028,1672.25829632896,2031.70713799962,3,11
"2001208",9,1855.21829699257,1602.1434919915,1856.26587460569,2,7
"2001209",13,1800.13685281988,1499.22704392473,2001.16379457045,4,9
"2001232",24,2091.40120421489,1731.22577245585,2268.33468283819,6,18
"2001233",15,1773.50850471466,1782.63383457321,2060.56118614118,4,11
"2001234",18,1831.00028919844,1492.53035817326,2138.79896507223,3,15
"2001239",14,2002.6015465889,1990.99952554468,2031.70713799962,3,11
"2001240",29,1973.99054985728,1579.53122146605,2357.79423966008,8,21
"2001241",24,2155.0447317375,1966.40463279518,2268.33468283819,7,17
"2001247",12,1711.74987339218,1642.75050149804,1968.69006049611,2,10
"2001249",5,1492.31423629774,1355.31689966348,1646.12614877363,1,4
"2001250",20,1906.34830294643,1732.3262217059,2185.35845629437,5,15
"2001251",16,1965.16370319245,1955.05898656555,2087.92318348224,4,12
"2001252",11,1877.69812189983,1778.38375737687,1933.98659929558,3,8
"2001253",16,1940.72844015682,1666.90856760966,2087.92318348224,3,13
"2001254",16,1942.0374957135,1859.70510080292,2087.92318348224,3,13
"2001255",20,1962.65901380381,1814.78709789845,2185.35845629437,6,14
"2001256",21,1866.37172596229,1613.36115417639,2207.26116887512,5,16
"2001257",13,1921.64243216003,1711.6076501705,2001.16379457045,2,11
"2001258",29,2031.45284430728,1700.44338980917,2357.79423966008,4,25
"2001273",38,2034.31240528003,1346.42382296276,2491.71993967651,7,31
"2001274",18,1963.74824071913,1591.91204328043,2138.79896507223,6,12
"2001284",14,1963.83757674651,1620.3245226993,2031.70713799962,4,10
"2001285",12,1844.36819098565,1680.03877556346,1968.69006049611,2,10
"2001286",20,2018.18095130494,1721.83943037112,2185.35845629437,4,16
"2001289",26,1840.32872512475,1069.28372104381,2305.75108410937,4,22
"2001293",14,1785.03923789584,1519.98450982821,2031.70713799962,4,10
"2001307",25,2010.27010872025,1722.66642277391,2287.34065519221,5,20
"2001309",13,1843.2247145412,1713.27363219727,2001.16379457045,5,8
"2001310",17,1956.83489617104,2021.43889550263,2113.95669457394,6,11
"2001320",19,1923.32226262056,2036.71473806521,2162.56636020013,5,14
"2001351",27,1896.8746423047,1603.13699752647,2323.60649590586,4,23
"2001354",27,1974.37900785198,1738.9935371099,2323.60649590586,5,22
"2001355",25,1903.48112731767,1400.57404101713,2287.34065519221,4,21
"2001379",13,1841.07346493372,1457.95852709498,2001.16379457045,2,11
"2001396",8,1777.11608026464,1799.73979072055,1812.11073017574,2,6
"2001397",11,1801.48022781902,1730.73223776693,1933.98659929558,3,8
"2001398",61,2434.05252251878,2128.96871272599,2744.81051624266,18,43
"2001399",57,2456.1716052801,2123.92388480739,2707.02236739438,16,41
"2001400",47,2080.79476198508,1571.36326214114,2602.36394728806,14,33
"2001401",43,2216.2642413607,1648.28506596303,2555.47878346624,10,33
"2001402",11,1687.50460105239,1257.84037714241,1933.98659929558,2,9
"2001403",28,2015.57992470422,1770.91858157959,2340.94327947849,6,22
"2001406",23,1865.9620455936,1157.19409639311,2248.68783741607,4,19
"2001407",16,1936.26575977255,1586.51317863769,2087.92318348224,2,14
"2001408",20,1781.27205268579,924.166157548905,2185.35845629437,5,15
"2001409",20,1809.29772620175,1345.84174044019,2185.35845629437,5,15
"2001410",10,1678.09617102621,1317.57591821001,1896.67490607898,1,9
"2001411",20,1873.51207263471,1632.43576617569,2185.35845629437,5,15
"2001412",17,1953.77539188561,1824.86797661355,2113.95669457394,3,14
"2001413",17,1852.6788385735,1917.75243657577,2113.95669457394,2,15
"2001414",23,1789.75723947415,1403.75618593283,2248.68783741607,6,17
"2001415",25,1776.93756025582,1557.94336250772,2287.34065519221,6,19
"2001416",18,1812.95229972292,1719.61886623458,2138.79896507223,4,14
"2001417",13,1814.98091175983,1900.10612720774,2001.16379457045,4,9
"2001418",17,1771.36685691595,1604.17492452992,2113.95669457394,5,12
"2001419",12,1850.16451092533,1910.3893779655,1968.69006049611,1,11
"2001420",16,1815.07254733102,1744.80892485256,2087.92318348224,4,12
"2001421",15,1812.2888951688,1786.33446992463,2060.56118614118,3,12
"2001422",14,1867.80232175168,1752.80499233505,2031.70713799962,4,10
"2001423",18,1831.80939523932,1833.3106449371,2138.79896507223,4,14
"2001424",15,1813.79008273168,1992.32598501974,2060.56118614118,3,12
"2001425",9,1794.13160159059,1785.01905020643,1856.26587460569,2,7
"2001426",19,1942.85327581198,1931.02205373366,2162.56636020013,4,15
"2001427",8,1710.83846531384,1597.35986389792,1812.11073017574,1,7
"2001428",13,1896.02273372482,1957.31089126339,2001.16379457045,2,11
"2001429",10,1833.779687209,1790.6656130222,1896.67490607898,2,8
"2001430",19,2040.98673798613,1729.94158189741,2162.56636020013,3,16
"2001431",15,1961.37777154069,1873.45240437313,2060.56118614118,4,11
"2001432",19,1939.23254879587,1827.85191963978,2162.56636020013,5,14
"2001433",12,1980.47847002273,1926.07871910288,1968.69006049611,2,10
