"max_length","trophic_level","thermal_mp_5min_95max","thermal_95thmax","trophic_group","water_column","diel_activity","habitat","sp_name"
13,3.8,26.337,30.577,"benthic invertivore","demersal","day","coral","Hypoplectrus gemma"
13,3.8,28.48995,29.982,"benthic invertivore","demersal","day","coral","Hypoplectrus guttavarius"
14.3,3.9,28.5795,30.147,"benthic invertivore","demersal","day","coral","Hypoplectrus indigo"
15.2,4,28.467075,30.147,"benthic invertivore","demersal","day","coral","Hypoplectrus nigricans"
17,3.8,28.3265,29.641,"benthic invertivore","demersal","day","coral","Hypoplectrus providencianus"
15.2,3.7,25.983,30.999,"benthic invertivore","demersal","day","coral","Hypoplectrus puella"
12.7,4,26.58,31.063,"benthic invertivore","demersal","day","coral","Hypoplectrus unicolor"
38,3.5,25.0351,30.347,"omnivore","pelagic non-site attached","night","water column","Hyporhamphus affinis"
30,3.3,17.3958,22.136,"benthic invertivore","pelagic site attached","day","rock","Hypsurus caryi"
30,3.2,16.778,22.136,"planktivore","demersal","day","rock","Hypsypops rubicundus"
23,3.2,28.596,30.147,"benthic invertivore","pelagic non-site attached","day","water column","Haemulon vittatum"
16.1,3.5,23.25075,27.09265,"benthic invertivore","demersal","day","sand","Iniistius celebicus"
41,3.130447761,26.4667,30.8864,"benthic invertivore","demersal","day","sand","Iniistius pavo"
25,4.1,25.576375,30.27995,"higher carnivore","benthic","day","sand","Inimicus caledonicus"
25,4.1,26.95325,32.3535,"benthic invertivore","benthic","day","sand","Inimicus filamentosus"
7.8,3.5,26.458625,29.14225,"benthic invertivore","benthic","day","coral","Isocirrhitus sexfasciatus"
7.1,3.1,22.8655,30.503,"omnivore","benthic","day","sand","Istigobius campbelli"
13,3.2,25.66125,31.31,"omnivore","benthic","day","sand","Istigobius decoratus"
6,3.1,25.13775,31.2645,"omnivore","benthic","day","sand","Istigobius goldmanni"
6,3.1,20.025,24.56,"browsing herbivore","benthic","day","sand","Istigobius hoesei"
6.5,3.2,25.0612,31.2104,"omnivore","benthic","day","sand","Istigobius nigroocellatus"
10,3.2,25.148,31.165,"omnivore","benthic","day","sand","Istigobius rigilius"
10.4,3.6,23.2705,25.975,"benthic invertivore","benthic","day","coral","Itycirrhitus wilhelmi"
7.5,3.22137216288187,27.8315832555342,30.4598011069443,"planktivore","benthic","day","sand","Jenkinsia lamprotaenia"
20,3,25.7825,30.292,"benthic invertivore","demersal","day","coral","Johnrandallia nigrirostris"
15,3.4,11.9375,17.49,"benthic invertivore","benthic","day","rock","Jordania zonope"
15,3.3,17.88855,21.512,"benthic invertivore","benthic","day","rock","Karalepis stewarti"
9,3.148550725,27.028,33.011,"omnivore","demersal","day","coral","Koumansetta hectori"
9,3.148550725,26.80475,31.1605,"omnivore","demersal","day","coral","Koumansetta rainfordi"
40,3.8,24.58555,29.3821,"planktivore","pelagic site attached","day","coral","Kuhlia mugil"
45,2,26.924475,30.45495,"browsing herbivore","pelagic site attached","day","coral","Kyphosus analogus"
75,2,24.2235,29.406,"browsing herbivore","pelagic site attached","day","coral","Kyphosus bigibbus"
50,2.3,27.360975,31.2269,"browsing herbivore","pelagic site attached","day","coral","Kyphosus cinerascens"
70,2,20.5436,23.747,"browsing herbivore","pelagic site attached","day","rock","Kyphosus cornelii"
53,2.9,27.1913,30.3168,"browsing herbivore","pelagic site attached","day","coral","Kyphosus elegans"
90,2,26.908,30.91,"browsing herbivore","pelagic site attached","day","coral","Kyphosus incisor"
76,2.118181818,23.9875,30.01,"browsing herbivore","pelagic site attached","day","rock","Kyphosus sectatrix"
86,2,19.098,24.92,"browsing herbivore","pelagic site attached","day","rock","Kyphosus sydneyanus"
70,2,24.9245,31.15,"browsing herbivore","pelagic site attached","day","coral","Kyphosus vaigiensis"
22,4,25.512,31.224,"benthic invertivore","benthic","night","coral","Labracinus cyclophthalmus"
25,4.1,24.89065,31.2053,"benthic invertivore","benthic","night","coral","Labracinus lineatus"
20,3.4,21.1045,25.138,"planktivore","pelagic non-site attached","day","coral","Labracoglossa nitida"
17.5,3.3,25.2075,31.284,"corallivore","demersal","day","coral","Labrichthys unilineatus"
9.3,3.5,29.3775,34.145,"benthic invertivore","benthic","day","rock","Labrisomus cricota"
13,4,24.0445,27.64,"benthic invertivore","benthic","day","rock","Gobioclinus dendriticus"
18,3.6,26.7182,29.563,"benthic invertivore","benthic","day","rock","Labrisomus multiporosus"
23,3.5,24.446875,30.067,"benthic invertivore","benthic","day","rock","Labrisomus nuchipinnis"
15,4,25.148,31.165,"cleaner","demersal","day","coral","Labroides bicolor"
14,3.5,24.2675,31.17,"cleaner","demersal","day","coral","Labroides dimidiatus"
11,4,28.27715,31.2063,"cleaner","demersal","day","coral","Labroides pectoralis"
12,4,26.3575,28.775,"cleaner","demersal","day","coral","Labroides phthirophagus"
9,3.8,27.02225,29.9541,"cleaner","demersal","day","coral","Labroides rubrolabiatus"
10,3.3,29.8447,31.35315,"corallivore","demersal","day","coral","Labropsis alleni"
10.5,3.9,24.9765,30.07,"corallivore","demersal","day","coral","Labropsis australis"
11,3.37134455374268,29.9024,30.793,"corallivore","benthic","day","coral","Labropsis manabei"
12,3.31108016058908,28.068475,30.5602,"corallivore","benthic","day","coral","Labropsis micronesica"
13,2.9,26.4012,30.6593,"corallivore","demersal","day","coral","Labropsis xanthonota"
65.9,3.1,9.73995,20.5949,"benthic invertivore","demersal","day","rock","Labrus bergylta"
45,3.2,17.47965,26.86215,"benthic invertivore","demersal","day","rock","Labrus merula"
40,3.9,11.214,23.543,"benthic invertivore","demersal","day","rock","Labrus mixtus"
47,3.8,19.6635,26.886,"benthic invertivore","demersal","day","rock","Labrus viridis"
91,3.9,25.803425,31.063,"benthic invertivore","demersal","day","coral","Lachnolaimus maximus"
48,3,26.8995,30.6117,"benthic invertivore","demersal","day","sand","Lactophrys bicaudalis"
34,3.5,23.7321,31.1532,"benthic invertivore","demersal","day","sand","Lactoria diaphana"
23,3.4,23.3887,30.8536,"benthic invertivore","demersal","day","sand","Lactoria fornasini"
11.5,3.3,25.817125,30.58925,"corallivore","demersal","day","coral","Larabicus quadrilineatus"
80,3.2,16.86645,21.573,"benthic invertivore","pelagic site attached","day","rock","Latridopsis ciliaris"
65,3.7,16.26,22.283,"benthic invertivore","pelagic site attached","day","rock","Latridopsis forsteri"
25,3.5,15.7335,18.611,"benthic invertivore","benthic","day","rock","Leiocottus hirundo"
6.5,2.7,28.0255,30.354,"benthic invertivore","benthic","day","coral","Lepidonectes clarkhubbsi"
8.9,2.6,23.8175,27.186,"benthic invertivore","benthic","day","coral","Lepidonectes corallicola"
10,3.4,28.4276,30.87685,"planktivore","demersal","day","coral","Lepidozygus tapeinosoma"
11,3.7,16.443,23.261,"browsing herbivore","pelagic non-site attached","day","water column","Leptatherina presbyteroides"
46,3.5,9.03,17.656,"benthic invertivore","benthic","day","rock","Leptocottus armatus"
13,3.4,23.726,31.282,"benthic invertivore","demersal","day","coral","Leptojulis cyanopleura"
35,2.3,27.2353,32.3306,"browsing herbivore","demersal","day","coral","Leptoscarus vaigiensis"
13,3.2,10.558,19.5133,"benthic invertivore","benthic","day","sand","Lesueurigobius friesii"
70,4,27.29335,31.0237,"benthic invertivore","demersal","day","coral","Lethrinus amboinensis"
50,3.5,26.536,31.647,"benthic invertivore","demersal","day","coral","Lethrinus atkinsoni"
40,3.47560506891846,24.786,28.104,"benthic invertivore","benthic","day","sand","Lethrinus borbonicus"
70,3.4,27.919675,31.647,"benthic invertivore","demersal","day","coral","Lethrinus erythracanthus"
50,3.7,28.282,31.15,"benthic invertivore","demersal","day","coral","Lethrinus erythropterus"
25,3.5,24.0803,30.306,"benthic invertivore","demersal","day","rock","Lethrinus genivittatus"
50,3.6,27.115875,31.467,"benthic invertivore","demersal","day","coral","Lethrinus harak"
56,4.5,25.734075,31.55715,"higher carnivore","demersal","day","coral","Lethrinus laticaudis"
52,4.2,27.193475,31.6182,"higher carnivore","demersal","day","coral","Lethrinus lentjan"
80,3.8,28.1155,29.477,"benthic invertivore","demersal","day","coral","Lethrinus microdon"
90,3.5,25.3981,29.2854,"higher carnivore","demersal","day","rock","Lethrinus miniatus"
87,3.3,24.208,31.051,"benthic invertivore","demersal","day","coral","Lethrinus nebulosus"
60,3.4,25.801,31.447,"benthic invertivore","demersal","day","coral","Lethrinus obsoletus"
100,3.8,27.57595,31.3379,"higher carnivore","demersal","day","coral","Lethrinus olivaceus"
45,3.4,30.5625,31.435,"benthic invertivore","demersal","day","coral","Lethrinus ornatus"
61.17647059,3.661111111,27.2365,31.546,"benthic invertivore","demersal","day","coral","Lethrinus rubrioperculatus"
20,3.8,27.909,29.966,"benthic invertivore","demersal","day","coral","Lethrinus variegatus"
70,3.7,27.593325,31.3083,"benthic invertivore","demersal","day","coral","Lethrinus xanthochilus"
29.2,3.9,18.96975,24.4785,"higher carnivore","benthic","night","sand","Leviprora inops"
5,3,21.625,27.687,"benthic invertivore","benthic","day","sand","Limnichthys fasciatus"
12,3.5,10.4765,14.971,"benthic invertivore","benthic","night","rock","Liparis montagui"
30,3.1,8.20945,15.943,"browsing herbivore","benthic","day","coral","Lipophrys pholis"
200,2.9,19.94,24.07,"benthic invertivore","demersal","day","rock","Lithognathus lithognathus"
55,3.4,20.6697,28.75715,"benthic invertivore","demersal","day","rock","Lithognathus mormyrus"
59,2.5,19.6668,27.5036,"browsing herbivore","pelagic non-site attached","day","sand","Chelon auratus"
8.8969825144411,2.8482507752595,27.6377989933773,30.2875739969033,"browsing herbivore","benthic","day","sand","Chelon ramada"
40.5,2.4,19.575,22.345,"planktivore","pelagic non-site attached","day","sand","Chelon richardsonii"
50,3.5,18.7685,24.56,"higher carnivore","demersal","night","rock","Lotella rhacina"
5,3.148550725,28.9242,31.11725,"benthic invertivore","benthic","day","sand","Lotilia graciliosa"
3.8,3.38276683985283,28.460176641564,30.2277399165401,"planktivore","benthic","night","coral","Lucayablennius zingaro"
50,4.16032119243832,24.4639824855971,30.217709516037,"higher carnivore","benthic","day","sand","Lutjanus adetii"
24.3,3.8,26.2825,27.955,"higher carnivore","demersal","day","coral","Lutjanus alexandrei"
94,3.9,26.698,30.837,"higher carnivore","demersal","day","coral","Lutjanus analis"
67.2,4.2,26.61765,30.91,"higher carnivore","demersal","day","coral","Lutjanus apodus"
100,4.1,27.489225,29.955,"higher carnivore","demersal","day","coral","Lutjanus aratus"
150,3.6,24.71785,30.9062,"higher carnivore","demersal","day","rock","Lutjanus argentimaculatus"
71,4,26.4606,30.4722,"higher carnivore","demersal","day","coral","Lutjanus argentiventris"
25,4.4,29.024,31.346,"higher carnivore","demersal","day","coral","Lutjanus biguttatus"
90,4.1,26.80525,31.2835,"higher carnivore","demersal","day","coral","Lutjanus bohar"
35,3.8,30.4615,31.493,"higher carnivore","demersal","day","coral","Lutjanus boutton"
40,3.9,26.2305,32.167,"higher carnivore","demersal","day","coral","Lutjanus carponotatus"
160,4.19731174968087,25.5394377687844,30.6617768989282,"higher carnivore","benthic","day","coral","Lutjanus cyanopterus"
35,4,28.349,31.284,"higher carnivore","demersal","day","coral","Lutjanus decussatus"
35,4.4,24.5253,30.8191,"higher carnivore","demersal","day","coral","Lutjanus ehrenbergii"
81.6,4.5,26.0789845733012,30.7608111100721,"higher carnivore","demersal","day","coral","Lutjanus erythropterus"
35,3.8,25.71975,31.31,"higher carnivore","demersal","day","coral","Lutjanus fulviflamma"
40,4.1,26.34755,31.137,"higher carnivore","demersal","day","coral","Lutjanus fulvus"
50,3.6,27.840425,31.53665,"higher carnivore","demersal","day","coral","Lutjanus gibbus"
89,4.3,23.41045,31.063,"higher carnivore","demersal","day","coral","Lutjanus griseus"
80,3.9,27.86675,30.2835,"higher carnivore","demersal","day","coral","Lutjanus guttatus"
34,3.8,27.827575,30.20515,"higher carnivore","demersal","day","coral","Lutjanus inermis"
128,4.3,23.43475,30.6355,"higher carnivore","demersal","day","coral","Lutjanus jocu"
97,4.2,27.0439,32.0158,"higher carnivore","demersal","day","rock","Lutjanus johnii"
60,4.5,27.9855,29.75,"higher carnivore","demersal","day","coral","Lutjanus jordani"
40,3.6,25.790725,30.945,"benthic invertivore","demersal","day","coral","Lutjanus kasmira"
65,4,26.7745,31.495,"higher carnivore","demersal","day","coral","Lutjanus lemniscatus"
35,4.1,26.7711,31.5795,"higher carnivore","pelagic site attached","day","coral","Lutjanus lutjanus"
48,4.4,26.871225,30.5662,"higher carnivore","demersal","day","coral","Lutjanus mahogoni"
60,4.3,27.356,31.462,"higher carnivore","demersal","day","coral","Lutjanus monostigma"
170,4.1,27.241525,30.399,"higher carnivore","demersal","day","coral","Lutjanus novemfasciatus"
38,3.6,26.7585,31.377,"benthic invertivore","demersal","day","coral","Lutjanus quinquelineatus"
80,4.1,28.51615,31.4321,"higher carnivore","demersal","day","coral","Lutjanus rivulatus"
20,3.7,29.3365,31.655,"higher carnivore","demersal","day","coral","Lutjanus rufolineatus"
50,4.3,24.5325,31.144,"higher carnivore","demersal","day","coral","Lutjanus russellii"
116,4.3,25.68645,31.1546,"higher carnivore","demersal","day","coral","Lutjanus sebae"
35,4.2,29.1135,31.655,"higher carnivore","demersal","day","coral","Lutjanus semicinctus"
60,3.8,25.3893,31.1212,"higher carnivore","demersal","day","coral","Lutjanus synagris"
30,4.2,25.528,30.292,"higher carnivore","demersal","day","coral","Lutjanus viridis"
40,4.1,26.20225,31.32675,"higher carnivore","demersal","day","coral","Lutjanus vitta"
7,3.4,29.4352,30.4044,"planktivore","demersal","day","coral","Luzonichthys waitei"
5,3.4,28.0733,30.1616,"benthic invertivore","demersal","day","coral","Luzonichthys whitleyi"
6.4,3.2,21.3935,29.487,"benthic invertivore","benthic","day","rock","Lythrypnus dalli"
4.5,3.5,23.657,26.311,"benthic invertivore","benthic","day","rock","Lythrypnus gilberti"
60,4,27.500375,31.47,"benthic invertivore","demersal","day","coral","Macolor macularis"
75,3.995744681,27.1833,31.3056,"benthic invertivore","demersal","day","coral","Macolor niger"
6.5,2.8,29.7268,31.176,"omnivore","benthic","day","sand","Macrodontogobius wilburi"
13,3.130447761,28.7298,33.011,"benthic invertivore","demersal","day","coral","Macropharyngodon bipartitus"
7.6,3.3,24.828375,29.9225,"benthic invertivore","demersal","day","coral","Macropharyngodon choati"
15,3.4,26.5216,29.0162,"benthic invertivore","demersal","day","coral","Macropharyngodon geoffroy"
10,3.3,25.689025,30.4459,"benthic invertivore","demersal","day","coral","Macropharyngodon kuiteri"
15,2.9,24.768,30.405,"benthic invertivore","demersal","day","coral","Macropharyngodon meleagris"
12,3.4,23.36085,30.5377,"benthic invertivore","demersal","day","coral","Macropharyngodon negrosensis"
13,3.4,26.366,31.307,"benthic invertivore","demersal","day","coral","Macropharyngodon ornatus"
32,3.5,27.7998,31.282,"benthic invertivore","demersal","night","sand","Malacanthus brevirostris"
45,3.5,27.148275,31.39585,"benthic invertivore","demersal","night","sand","Malacanthus latovittatus"
70,3.6,28.159825,30.4576,"benthic invertivore","demersal","night","sand","Malacanthus plumieri"
6.4,3.4,27.01505,30.2581,"benthic invertivore","benthic","day","rock","Malacoctenus boehlkei"
6.5,3.5,26.706,30.292,"benthic invertivore","benthic","day","rock","Malacoctenus ebisui"
22.6531487654635,3.51822261503278,23.009875,31.4275,"benthic invertivore","benthic","day","rock","Malacoctenus hubbsi"
5.5,3.4,26.301,30.505,"benthic invertivore","benthic","day","rock","Malacoctenus macropus"
6.5,3.5,27.869225,30.2847,"benthic invertivore","benthic","day","rock","Malacoctenus margaritae"
7.5,3.5,26.362,30.275,"benthic invertivore","benthic","day","rock","Malacoctenus tetranemus"
7.5,3.5,26.337,30.577,"benthic invertivore","benthic","day","rock","Malacoctenus triangulatus"
8,3.5,26.4785,29.563,"benthic invertivore","benthic","day","rock","Malacoctenus zonifer"
13,3.64375,29.6105,30.475,"benthic invertivore","benthic","night","coral","Manonichthys splendens"
12,3.4,20.210125,28.061,"benthic invertivore","benthic","day","sand","Maxillicosta scabriceps"
8,3.3,28.1364,30.354,"benthic invertivore","benthic","day","coral","Mccoskerichthys sandae"
15,2,19.9155,24.56,"planktivore","demersal","day","rock","Mecaenichthys immaculatus"
48,2.7,17.6548,22.0096,"browsing herbivore","pelagic site attached","day","rock","Medialuna californiensis"
250,4.5,28.0827,30.6821,"higher carnivore","pelagic non-site attached","day","water column","Megalops atlanticus"
11,3.5,26.291,31.17,"benthic invertivore","benthic","day","coral","Meiacanthus atrodorsalis"
8,3.4,24.4515,26.864,"benthic invertivore","benthic","day","coral","Meiacanthus bundoon"
10.2119504234913,2.191004375704,30.211,31.176,"browsing herbivore","benthic","day","coral","Meiacanthus crinitus"
6,3.4,26.3998,29.68345,"benthic invertivore","benthic","day","coral","Meiacanthus ditrema"
11,3.5,25.667075,31.17915,"benthic invertivore","benthic","day","coral","Meiacanthus grammistes"
6,2.7,23.4109,29.5048,"benthic invertivore","benthic","day","coral","Meiacanthus kamoharai"
9.5,3.4,24.3891,29.8662,"benthic invertivore","benthic","day","coral","Meiacanthus lineatus"
10.3,3.4,26.91335,30.8328,"benthic invertivore","benthic","day","coral","Meiacanthus luteus"
10,3.4,29.3599,32.821,"benthic invertivore","benthic","day","coral","Meiacanthus mossambicus"
9.5,3.4,25.82305,30.6011,"benthic invertivore","benthic","day","coral","Meiacanthus nigrolineatus"
5,3.3,24.728,27.417,"benthic invertivore","benthic","day","coral","Meiacanthus oualanensis"
8.458333333,3.289882943,24.8365,29.835,"browsing herbivore","demersal","day","coral","Meiacanthus phaeus"
8.5,3.4,29.778,30.95,"benthic invertivore","benthic","day","coral","Meiacanthus smithi"
6.7,3.4,26.385875,29.0069,"benthic invertivore","benthic","day","coral","Meiacanthus tongaensis"
25,3,28.6162,30.95,"benthic invertivore","demersal","day","coral","Melichthys indicus"
50,2.4,27.3281,30.5912,"planktivore","demersal","day","coral","Melichthys niger"
40,3.4,27.814,31.282,"benthic invertivore","demersal","day","coral","Melichthys vidua"
40,3.9,14.70845,17.6964,"benthic invertivore","pelagic site attached","day","rock","Mendosoma lineatum"
32,2.7,15.0205,19.8,"browsing herbivore","demersal","day","rock","Meuschenia australis"
30,2.7,17.6165,23.239,"browsing herbivore","demersal","day","rock","Meuschenia flavolineata"
60,2.3,17.81305,24.0408,"browsing herbivore","demersal","day","rock","Meuschenia freycineti"
35,2.7,17.659,22.784,"browsing herbivore","demersal","day","rock","Meuschenia galii"
51,2.7,17.278,22.784,"browsing herbivore","demersal","day","rock","Meuschenia hippocrepis"
31,3,16.7815,21.573,"benthic invertivore","demersal","day","rock","Meuschenia scaber"
40,2.7,19.9155,24.56,"browsing herbivore","demersal","day","rock","Meuschenia trachylepis"
21,2.8,18.2123,22.598,"browsing herbivore","demersal","day","rock","Meuschenia venusta"
16,3,22.1455,29.02,"planktivore","pelagic site attached","day","rock","Microcanthus strigatus"
5,2.90954431593546,27.6508537071563,30.2134813624151,"browsing herbivore","benthic","day","sand","Microgobius microlepis"
40,3.5,28.4245,29.672,"benthic invertivore","demersal","night","coral","Microlepidotus brevipinnis"
25,2.5,25.7738,30.35095,"algal farmer","demersal","day","coral","Microspathodon bairdii"
21,2.1,26.5805,30.91,"algal farmer","demersal","day","coral","Microspathodon chrysurus"
31,2.1,26.594,30.418,"algal farmer","demersal","day","coral","Microspathodon dorsalis"
333,4,15.8129,30.45,"benthic invertivore","pelagic non-site attached","day","water column","Mola mola"
200,4.3,7.17165,15.4583,"higher carnivore","demersal","night","rock","Molva molva"
38,2.6,22.9143,30.5576,"browsing herbivore","demersal","day","sand","Monacanthus chinensis"
10,2.7,27.1365,30.501,"omnivore","demersal","day","coral","Monacanthus tuckeri"
27,3,22.1837,28.123,"benthic invertivore","demersal","day","rock","Monodactylus argenteus"
60,3.2,27.1245,31.282,"benthic invertivore","demersal","day","coral","Monotaxis grandoculis"
60,3.582575758,28.045,30.676,"benthic invertivore","demersal","day","coral","Monotaxis heterodon"
100,2.1,22.288,32.276,"omnivore","pelagic site attached","day","sand","Mugil cephalus"
90,2,16.356,30.811,"browsing herbivore","pelagic site attached","day","sand","Mugil curema"
40,2.5,23.5205,25.649,"browsing herbivore","pelagic site attached","day","sand","Mugil galapagensis"
31,3.7,26.6125,31.518,"benthic invertivore","demersal","day","sand","Mulloidichthys dentatus"
43,3.3,24.9516,30.7722,"benthic invertivore","demersal","day","sand","Mulloidichthys flavolineatus"
39.4,3.2,26.7415,30.577,"benthic invertivore","demersal","day","sand","Mulloidichthys martinicus"
30,3.6,28.36825,29.298,"benthic invertivore","demersal","day","sand","Mulloidichthys mimicus"
38,3.6,25.342,30.8168,"benthic invertivore","demersal","day","sand","Mulloidichthys vanicolensis"
30,3.5,14.654475,18.9732,"benthic invertivore","demersal","day","sand","Mullus argentinae"
40,3.4,13.8655,26.7002,"benthic invertivore","demersal","day","sand","Mullus surmuletus"
120,4,23.4075,30.2018,"benthic invertivore","benthic","night","coral","Muraena argus"
120,4,21.57675,24.19375,"benthic invertivore","benthic","night","rock","Muraena augusti"
120,4,26.47675,30.021,"benthic invertivore","benthic","night","coral","Muraena clepsydra"
150,4.2,20.13825,28.4465,"benthic invertivore","benthic","night","rock","Muraena helena"
61,3.9,25.4882,30.3396,"benthic invertivore","benthic","night","coral","Muraena lentiginosa"
150,4.5,26.001,31.063,"higher carnivore","demersal","day","coral","Mycteroperca bonaci"
80,4.4,21.4365,24.585,"higher carnivore","demersal","day","rock","Mycteroperca fusca"
84,4.5,27.7815,29.299,"higher carnivore","demersal","day","coral","Mycteroperca interstitialis"
120,4.5,23.8925,27.64,"higher carnivore","demersal","day","coral","Mycteroperca olfax"
86,4.5,22.6535,29.487,"higher carnivore","demersal","day","coral","Mycteroperca rosacea"
101,4.5,27.7185,30.5482,"higher carnivore","demersal","day","coral","Mycteroperca tigris"
150,4.6,26.538,29.399,"higher carnivore","demersal","day","coral","Mycteroperca xenarcha"
60,3.9,9.3562,20.1274,"benthic invertivore","benthic","day","rock","Myoxocephalus scorpius"
100,3.6,25.84625,30.2635,"benthic invertivore","benthic","night","sand","Myrichthys maculosus"
74,3.5,25.8441,29.8726,"benthic invertivore","benthic","night","sand","Myrichthys tigrinus"
35,3.4,28.37025,31.2105,"planktivore","demersal","night","coral","Myripristis adusta"
26.5,3.6,26.7259,30.40575,"planktivore","demersal","night","coral","Myripristis amaena"
30,3.7,27.0515,30.674,"planktivore","demersal","night","coral","Myripristis berndti"
24,3.6,27.39845,29.7078,"planktivore","demersal","night","coral","Myripristis earlei"
30,3.1,26.81575,31.1204,"planktivore","demersal","night","coral","Myripristis hexagona"
25,3.6,27.645375,30.147,"planktivore","demersal","night","coral","Myripristis jacobus"
15.4,3.5,23.7765,29.533,"planktivore","demersal","night","coral","Myripristis kochiensis"
26,3.3,26.476,30.625,"planktivore","demersal","night","coral","Myripristis kuntee"
18,3.1,26.555,30.292,"planktivore","demersal","night","coral","Myripristis leiognathus"
60,3.3,26.48,33.011,"planktivore","demersal","night","coral","Myripristis murdjan"
20,3.5,27.266625,30.5975,"planktivore","demersal","night","coral","Myripristis pralinia"
19.5,4,25.20895,27.8502,"planktivore","demersal","night","coral","Myripristis randalli"
21.2,3.5,23.2705,25.975,"planktivore","demersal","night","coral","Myripristis tiki"
35,3.5,27.484425,31.338,"planktivore","demersal","night","coral","Myripristis violacea"
25,3.8,27.4701,30.6748,"planktivore","demersal","night","coral","Myripristis vittata"
5,2,26.795,30.324,"browsing herbivore","benthic","day","coral","Nannosalarias nativitatis"
100,2.1,27.715475,31.42735,"browsing herbivore","demersal","day","coral","Naso annulatus"
90,2.7,27.10545,31.2839,"omnivore","demersal","day","coral","Naso brachycentron"
60,2.2,25.582,31.281,"omnivore","demersal","day","coral","Naso brevirostris"
40,2.3,27.4295,30.437,"omnivore","demersal","day","coral","Naso caeruleacauda"
45.6,2.3,26.848,31.282,"omnivore","demersal","day","coral","Naso caesius"
45,2,26.7452,30.9386,"browsing herbivore","demersal","day","coral","Naso elegans"
80,2.2,25.9391,30.7606,"browsing herbivore","demersal","day","coral","Naso fageni"
75,3.3,27.191,31.4304,"planktivore","demersal","day","coral","Naso hexacanthus"
46,2.3,27.0325,31.19,"browsing herbivore","demersal","day","coral","Naso lituratus"
40,3,27.39435,31.1562,"planktivore","demersal","day","coral","Naso thynnoides"
60,2,25.72825,29.4775,"browsing herbivore","demersal","day","coral","Naso tonganus"
60,2,26.3972780460465,30.6692859073457,"browsing herbivore","demersal","day","coral","Naso tuberosus"
70,2.2,24.137,30.909,"browsing herbivore","demersal","day","coral","Naso unicornis"
60,2.2,27.8929,31.2839,"omnivore","demersal","day","coral","Naso vlamingii"
24,3.5,19.358,23.261,"browsing herbivore","pelagic site attached","day","rock","Neatypus obliquus"
7,3.44500683500206,30.007575,30.7518,"planktivore","benthic","night","coral","Nectamia similis"
71,3,19.921875,24.56,"browsing herbivore","demersal","day","sand","Nelusetta ayraud"
39.5,3.2,14.391,18.565,"benthic invertivore","demersal","day","rock","Nemadactylus bergi"
74,3.5,18.364,23.751,"benthic invertivore","demersal","day","rock","Nemadactylus douglasii"
70,3.4,16.90435,23.4497,"benthic invertivore","demersal","day","rock","Nemadactylus macropterus"
90,3.5,16.5561,21.1182,"benthic invertivore","demersal","day","rock","Nemadactylus valenciennesi"
9,3.1,27.3624,31.1951,"planktivore","demersal","day","sand","Nemateleotris magnifica"
9,3.5,26.284,29.641,"benthic invertivore","benthic","day","coral","Neocirrhites armatus"
13,3.4,15.8505,26.6,"benthic invertivore","pelagic site attached","day","rock","Neoditrema ransonnetii"
13,2.7,27.573,29.892,"browsing herbivore","demersal","day","coral","Neoglyphidodon bonang"
10,2.8,25.0995,28.07325,"browsing herbivore","demersal","day","coral","Neoglyphidodon carlsoni"
11,3.35794219709751,29.646,30.4357,"planktivore","benthic","day","coral","Neoglyphidodon crossi"
18,3,26.45265,31.284,"browsing herbivore","demersal","day","coral","Neoglyphidodon melas"
13,3,26.7841,31.31,"algal farmer","demersal","day","coral","Neoglyphidodon nigroris"
15,3.29584144278786,27.9061,30.5872,"planktivore","benthic","day","coral","Neoglyphidodon oxyodon"
12,2.7,22.105,25.138,"omnivore","demersal","day","coral","Neoglyphidodon polyacanthus"
11,2.7,29.615775,30.48555,"omnivore","demersal","day","coral","Neoglyphidodon thoracotaeniatus"
46,2.9,24.26765,29.8497,"browsing herbivore","pelagic site attached","day","sand","Neomyxus leuciscus"
24,4,27.387875,31.34675,"benthic invertivore","demersal","night","coral","Neoniphon argenteus"
18,3.6,27.046,30.32,"benthic invertivore","demersal","night","coral","Neoniphon marianus"
35,3.6,27.8193,31.435,"benthic invertivore","demersal","night","coral","Neoniphon opercularis"
32,3.6,26.7755,31.224,"benthic invertivore","demersal","night","coral","Neoniphon sammara"
14,2.7,16.38915,22.5413,"omnivore","demersal","day","rock","Neoodax balteatus"
10.5,3.4,29.969,31.303,"planktivore","demersal","day","coral","Neopomacentrus anabatoides"
7.5,3.4,26.725,31.31,"planktivore","demersal","day","coral","Neopomacentrus azysron"
8,3.4,25.6305,31.106,"planktivore","demersal","day","coral","Neopomacentrus bankieri"
10,3.4,26.725,31.31,"planktivore","demersal","day","coral","Neopomacentrus cyanomos"
11,3.4,26.3155,31.768,"planktivore","demersal","day","coral","Neopomacentrus filamentosus"
6,3.4,27.48195,30.292,"planktivore","demersal","day","coral","Neopomacentrus metallicus"
11,3.38633749869777,24.847,28.649,"planktivore","benthic","day","coral","Neopomacentrus miryae"
8,3.4,30.1804,31.493,"planktivore","demersal","day","coral","Neopomacentrus nemurus"
7.5,3.4,26.812,29.865,"planktivore","demersal","day","coral","Neopomacentrus violascens"
50,3.7,20.076225,22.6843,"benthic invertivore","benthic","day","rock","Neosebastes pandus"
40,3.6,15.564125,21.22785,"benthic invertivore","benthic","day","rock","Neosebastes scorpaenoides"
