"Di","sp_name","Ui"
0.539032052166045,"Amblyeleotris periophthalma",0.00845175024956145
0.540320551022127,"Amblyeleotris steinitzi",0.016253935305601
0.585918464979725,"Amblyeleotris sungami",0.0483353681060844
0.541053917395179,"Amblyeleotris wheeleri",0.0138259836457733
0.48516476447076,"Amblyglyphidodon aureus",0.0118312853483178
0.489604532481226,"Amblyglyphidodon batunai",0.00980256619054953
0.486751234685545,"Amblyglyphidodon curacao",0.0120022056345453
0.484192958191187,"Amblyglyphidodon flavilatus",0.0105648429657668
0.489940761015509,"Amblyglyphidodon indicus",0.0191215979927032
0.48174385791079,"Amblyglyphidodon leucogaster",0.0262365865066304
0.483910640775731,"Amblyglyphidodon melanopterus",0.00957802412090321
0.48583112051102,"Amblyglyphidodon orbicularis",0.0196629309680817
0.485692427544645,"Amblyglyphidodon ternatensis",0.00577541250667397
0.594879686152268,"Amblygobius buanensis",0.0324941558886012
0.596494345222422,"Amblygobius bynoensis",0.0214685651030589
0.594958342082173,"Amblygobius decussatus",0.011673275665795
0.593259373062772,"Amblygobius nocturnus",0.0233553107429984
0.592240879611293,"Amblygobius phalaena",0.0296764749572633
0.508277754841869,"Amblyrhynchotes honckenii",0.0290529487618354
0.629685414054909,"Ammodytes tobianus",0.0821877915116248
0.428833107437126,"Amphichaetodon howensis",0.0382198161191486
0.617489231305838,"Amphichthys cryptocentrus",0.0402524320688578
0.488560207665512,"Amphiprion akallopisos",0.0162549977554019
0.484627061338382,"Amphiprion akindynos",0.0161296543857918
0.488044987730401,"Amphiprion allardi",0.0226531673693231
0.48201013577927,"Amphiprion bicinctus",0.0181554354697651
0.481447442798418,"Amphiprion chrysopterus",0.0174298837767775
0.474785457516482,"Amphiprion clarkii",0.0294882168356707
0.490299342615036,"Amphiprion ephippium",0.0188490005773167
0.480928443770926,"Amphiprion frenatus",0.0148990954224551
0.485380629663078,"Amphiprion fuscocaudatus",0.0345111623019756
0.486237166388402,"Amphiprion latezonatus",0.0189638256346954
0.486957795497037,"Amphiprion leucokranos",0.0162147473503976
0.489399914803408,"Amphiprion mccullochi",0.000584707124922212
0.481058777653849,"Amphiprion melanopus",0.0107309627520756
0.484561815187304,"Amphiprion nigripes",0.0157641646437327
0.483353400780813,"Amphiprion ocellaris",0.0126614992097523
0.484390618297664,"Amphiprion percula",0.00906293126644778
0.488445558868199,"Amphiprion perideraion",0.00916661819489997
0.488339321923011,"Amphiprion rubrocinctus",0.0119004940115366
0.48688145051394,"Amphiprion sandaracinos",0.0134183536626135
0.41286434138237,"Anampses caeruleopunctatus",0.00572625747913673
0.413150576316656,"Anampses cuvier",0.0130482095676594
0.422185133638737,"Anampses elegans",0.0229028044275887
0.412788632581823,"Anampses femininus",0.0207397157201348
0.411239797562887,"Anampses geographicus",0.0269965056749156
0.412960878810828,"Anampses lennardi",0.00893629270049864
0.416192877143765,"Anampses lineatus",0.0172585430622548
0.413400142957655,"Anampses melanurus",0.0044347496691163
0.41640482058579,"Anampses meleagrides",0.0226035561951759
0.410763216498226,"Anampses neoguinaicus",0.0195465311222111
0.412857724698645,"Anampses twistii",0.00792838129049908
0.560557275967855,"Anarrhichthys ocellatus",0.0791969632120456
0.520623107191469,"Anisotremus caesius",0.0136233015107124
0.578799843647081,"Anisotremus davidsonii",0.0029119300072593
0.523230431438053,"Anisotremus interruptus",0.0159354932003383
0.523700845921357,"Anisotremus scapularis",0.064560762321622
0.527672859983089,"Anisotremus surinamensis",0.0258211719825779
0.534923924128269,"Anisotremus taeniatus",0.031339713679926
0.52249502542156,"Anisotremus virginicus",0.00836855714469841
0.485252597256702,"Anoplocapros amygdaloides",0.013773021000103
0.483841548668131,"Anoplocapros inermis",0.0127948883728051
0.487687862664593,"Anoplocapros lenticularis",0.0172907124293269
0.488091544966037,"Anyperodon leucogrammicus",0.0174735796394662
0.487338115422511,"Aphareus furca",0.0114114207290753
0.544134384160509,"Aphareus rutilans",0.0622785766927435
0.53666201935664,"Aploactisoma milesii",0.020362175310873
0.577470897277188,"Aplodactylus arctidens",0.0266358794542387
0.558047045660176,"Aplodactylus etheridgii",0.0259629237108657
0.56484413503238,"Aplodactylus lophodon",0.0176906409619439
0.565142917928728,"Aplodactylus westralis",0.00873502794649496
0.591756939061215,"Apogon atradorsatus",0.0268075100749531
0.595190182226865,"Apogon atricaudus",0.0169866838002053
0.590872547679833,"Apogon binotatus",0.0198585812046265
0.594907384318704,"Apogon dovii",0.0151443845166785
0.675402118684226,"Apogon imberbis",0.0962255977224456
0.595227388445374,"Apogon lachneri",0.00217388427416284
0.590768113882418,"Apogon maculatus",0.0236370542602572
0.591909525936988,"Apogon pacificus",0.0287969177407663
0.593535537567184,"Apogon retrosella",0.00650052856917507
0.595356565780822,"Apogon townsendi",0.00217388427416284
0.58845180321333,"Apogonichthyoides timorensis",0.0893066054177339
0.428029452742835,"Apolemichthys trimaculatus",0.014446240772082
0.567264618057263,"Aprion virescens",0.0591880270823437
0.493591917407351,"Aracana aurita",0.0238785886872024
0.498349331745189,"Aracana ornata",0.0270501279039599
0.612222082345429,"Archamia bleekeri",0.0403000826416304
0.556482701531836,"Arenigobius frenatus",0.03973026755161
0.679253934320695,"Argyrosomus japonicus",0.102086078880514
0.418407335606293,"Arothron caeruleopunctatus",0.0135738944505937
0.409819770859437,"Arothron diadematus",0.0150737966583295
0.416892875005477,"Arothron hispidus",0.0146437769206365
0.413700416523081,"Arothron manilensis",0.00724881170272378
0.491754988154896,"Arothron mappa",0.0357018105536993
0.414526034406009,"Arothron meleagris",0.01178703895201
0.480698867442383,"Arothron nigropunctatus",0.0305765684086991
0.430507609747655,"Arothron stellatus",0.0201685045049207
0.633251325048107,"Arripis georgianus",0.0611843637584079
0.630709297762541,"Arripis trutta",0.0237080417224198
0.634771649273151,"Arripis truttacea",0.0237080417224198
0.626304803295584,"Arripis xylabion",0.0396394423543713
0.592021967320681,"Artedius harringtoni",0.0187559723667014
0.547687610910825,"Aspasmogaster tasmaniensis",0.0105201386778297
0.549117533146777,"Aspidontus dussumieri",0.0399305120248022
0.532463443006753,"Aspidontus taeniatus",0.120161685158614
0.425453583796648,"Assessor flavissimus",0.0113916220862693
0.423593241037158,"Assessor macneilli",0.0113916220862693
0.432076102994073,"Assessor randalli",0.0383640451882632
0.570825246534423,"Assiculus punctatus",0.0286632942737214
0.594640702306913,"Asterropteryx semipunctata",0.00953053525743193
0.607390181460481,"Asterropteryx striata",0.0311917818905932
0.622269062005905,"Atherina hepsetus",0.0884520687565842
0.621389455348507,"Atherina presbyter",0.0863065018366727
0.582250177140179,"Atherinomorus vaigiensis",0.0896291290086183
0.663766762638771,"Atractoscion aequidens",0.0752461727238748
0.528469827586054,"Atrosalarias holomelas",0.0332777478613212
0.627096770793467,"Atule mate",0.0441646970420323
0.513276962139589,"Atypichthys latus",0.0400874774543623
0.599707843245604,"Atypichthys strigatus",0.0255817219479358
0.488840087957374,"Aulacocephalus temminckii",0.0792941299793074
0.563095027669996,"Aulorhynchus flavidus",0.0660252103394864
0.485755666618795,"Austrolabrus maculatus",0.011105605112459
0.496515951092871,"Axoclinus cocoensis",0.0261245712571249
0.499205402527561,"Axoclinus lucillae",0.030333917240608
0.547905319909604,"Axoclinus rubinoffi",0.0658559223469526
0.413583153539929,"Balistapus undulatus",0.0133977025855697
0.505087632082125,"Balistes capriscus",0.0340176030465298
0.500411858202446,"Balistes polylepis",0.0259889101852698
0.500526512547771,"Balistes vetula",0.0340176030465298
0.415174807384995,"Balistoides conspicillum",0.00559935040951393
0.422645913501457,"Balistoides viridescens",0.0190923001330008
0.548575446261529,"Bathygobius krefftii",0.0533121544582399
0.541229079093314,"Bathygobius lineatus",0.0201248444335632
0.511724095331202,"Bathystethus cultratus",0.0400874774543623
0.651769678723466,"Belone belone",0.0758991387474016
0.597973653978464,"Belonoperca chabanaudi",0.0232405509523993
0.532760276798142,"Blenniella chrysospilos",0.0303795135757756
0.417997109196232,"Bodianus albotaeniatus",0.0415948845340298
0.409890633339569,"Bodianus anthioides",0.0131434974442328
0.410386533966904,"Bodianus axillaris",0.00556576491844898
0.415430484506552,"Bodianus bilunulatus",0.01877454176244
0.413024025881842,"Bodianus diana",0.00553536476466784
0.418211622917126,"Bodianus dictynna",0.0124588988935396
0.420456222287567,"Bodianus diplotaenia",0.0220312628151081
0.430077956139832,"Bodianus eclancheri",0.0236862110952905
0.489374689626465,"Bodianus frenchii",0.0194171578710042
0.416584342533813,"Bodianus loxozonus",0.0153989960893787
0.412731846066107,"Bodianus mesothorax",0.017190562413459
0.485493678060862,"Bodianus perditio",0.0215076733297827
0.413185414133358,"Bodianus rufus",0.0073196442622709
0.483974006548077,"Bodianus scrofa",0.0256596272487155
0.497863694325292,"Bodianus unimaculatus",0.0216297445598664
0.513261465378482,"Bolbometopon muricatum",0.0880751210382151
0.559177485588163,"Boops boops",0.0271004329517822
0.542864345122122,"Boopsoidea inornata",0.0198784911035764
0.621738217889522,"Boreogadus saida",0.28795551422054
0.673401631660933,"Bothragonus occidentalis",0.0771340226523301
0.547021373662497,"Bovichtus angustifrons",0.0243049515566607
0.558140691329265,"Bovichtus argentinus",0.0241177595785989
0.543378337994291,"Brachaluteres jacksonianus",0.0494153184711194
0.577796256512488,"Brachyistius frenatus",0.0510150328791773
0.48624993984458,"Bryaninops amplus",0.0124605555463238
0.501469793996283,"Bryaninops erythrops",0.0178004753435409
0.498080458406078,"Bryaninops natans",0.0149261867534661
0.548554256880347,"Bryaninops nexus",0.0570281735004134
0.495104896618113,"Bryaninops yongei",0.00409619299497631
0.548947174538044,"Caesio caerulaurea",0.0105672819182592
0.55248024826975,"Caesio cuning",0.0273540121228096
0.55034479424654,"Caesio lunaris",0.00930226225287705
0.548105347690706,"Caesio striata",0.0172823283049029
0.548829400518667,"Caesio suevica",0.0111006202952389
0.549882343689328,"Caesio teres",0.00972209284884912
0.553714320063589,"Caesio varilineata",0.0286220704699754
0.55098406071673,"Caesio xanthonota",0.0149721564352002
0.611717444876547,"Caesioperca lepidoptera",0.0462624223410082
0.616352900934824,"Caesioperca rasor",0.0674284514030681
0.538761266239032,"Caesioscorpis theagenes",0.0260340183072253
0.54567892913543,"Caffrogobius nudiceps",0.0203173637282949
0.42189926042942,"Calamus bajonado",0.0206543044399681
0.41977175814106,"Calamus brachysomus",0.0333676135126086
0.416752816665939,"Calamus calamus",0.00665707895870581
0.413912114657812,"Calamus pennatula",0.0185744231341783
0.416940020972694,"Calamus taurinus",0.0226506457806575
0.606589712401673,"Callanthias australis",0.0273875143627685
0.563703607397342,"Calliclinus geniguttatus",0.0220372220791431
0.600643225596687,"Callionymus lyra",0.062760526552097
0.530468429588708,"Calloplesiops altivelis",0.0137469004906338
0.516029602590042,"Calotomus carolinus",0.0113666559129984
0.567843947320077,"Calotomus japonicus",0.123362912657695
0.512999153872908,"Calotomus spinidens",0.00728165325809556
0.51298792601363,"Calotomus viridescens",0.011622650435409
0.489107448505396,"Cantherhines dumerilii",0.031518953910396
0.411354364069108,"Cantherhines fronticinctus",0.018596947899833
0.414602337973052,"Cantherhines longicaudus",0.0264134085246316
0.417932515830284,"Cantherhines macrocerus",0.0222931524458362
0.411269108821022,"Cantherhines pardalis",0.00519073467491529
0.485605563371685,"Cantherhines pullus",0.0263397393523854
0.419386794207079,"Cantherhines sandwichiensis",0.0364841490373124
0.479471697921662,"Cantheschenia grandisquamis",0.0357753420570484
0.417758360903772,"Canthidermis maculata",0.0173666614318416
0.41803774865341,"Canthidermis sufflamen",0.0209094549364229
0.479159450872433,"Canthigaster amboinensis",0.0150496474623794
0.419092457070482,"Canthigaster axiologus",0.0189216739113639
0.484731426062285,"Canthigaster bennetti",0.0506850073187379
0.48582089914489,"Canthigaster callisterna",0.0595045467319498
0.539582553977493,"Canthigaster capistrata",0.0463610402465639
0.415891963484158,"Canthigaster compressa",0.00819606417115048
0.412260833546441,"Canthigaster coronata",0.0156946858529648
0.416510518484429,"Canthigaster epilampra",0.00819606417115048
0.479353786511238,"Canthigaster figueiredoi",0.0335220685357621
0.482704059215813,"Canthigaster jactator",0.0325465424411536
0.481315151617866,"Canthigaster janthinoptera",0.00703336076737399
0.482613498347485,"Canthigaster papua",0.0117091476525527
0.481952381144875,"Canthigaster punctatissima",0.0149920687597479
0.536869993002825,"Canthigaster rivulata",0.0436029265520608
0.480240776892393,"Canthigaster rostrata",0.0163387658638653
0.482018151918331,"Canthigaster smithae",0.0257110128040471
0.482071548585886,"Canthigaster valentini",0.0107309627520756
0.615784268642434,"Caprodon longimanus",0.0674284514030681
0.484367228743914,"Caracanthus maculatus",0.0124605555463238
0.494403279638949,"Caracanthus typicus",0.0378791341012586
0.488265182095808,"Caracanthus unipinna",0.0284581901017411
0.631174583219884,"Carangoides bajad",0.0167683781565628
0.635650891954068,"Carangoides bartholomaei",0.0110449140088567
0.627158293798954,"Carangoides chrysophrys",0.0188584943845666
0.632225227070556,"Carangoides ferdau",0.0167683781565628
0.633397811331854,"Carangoides fulvoguttatus",0.0165941709577841
0.623018576199396,"Carangoides gymnostethus",0.0209389369756699
0.63134754889123,"Carangoides orthogrammus",0.0161621166251857
0.617963550141375,"Carangoides plagiotaenia",0.0164280217590169
0.621223400385143,"Caranx caballus",0.0164280217590169
0.622072385214483,"Caranx caninus",0.049300829254374
0.633471626188462,"Caranx crysos",0.022396058436803
0.631907686426835,"Caranx ignobilis",0.0132064441227267
0.546084568007064,"Caranx latus",0.0259914398524021
0.63403700308148,"Caranx lugubris",0.00779230705395799
0.637274548977465,"Caranx melampygus",0.0110449140088567
0.619429227560931,"Caranx papuensis",0.032554237386007
0.636335321624359,"Caranx sexfasciatus",0.00609829540024872
0.639830313929672,"Caulolatilus princeps",0.355243980823208
0.676835484775357,"Centroberyx affinis",0.0569539018099954
0.691549112083985,"Centroberyx gerrardi",0.0381118246263095
0.686658167896056,"Centroberyx lineatus",0.0381118246263095
0.574624024313047,"Centrogenys vaigiensis",0.0532163922745034
0.553140270798669,"Centrolabrus exoletus",0.0748432948583615
0.485088222342325,"Centrolabrus melanocercus",0.0214294853467358
0.525877618423382,"Centropogon australis",0.0467251384823994
0.48659669201289,"Centropyge acanthops",0.0336279460252908
0.504162875593635,"Centropyge argi",0.0300580162138876
0.486019428238108,"Centropyge bicolor",0.00909578445904194
0.482670076487763,"Centropyge bispinosa",0.0142107323974286
0.484823358200527,"Centropyge eibli",0.0121706757348021
0.482115588102345,"Centropyge ferrugata",0.0140954546648483
0.485470433139392,"Centropyge fisheri",0.0304903123723693
0.476200865471875,"Centropyge flavissima",0.00658998929878824
0.478202163114572,"Centropyge heraldi",0.0238241313234719
0.480449355966522,"Centropyge hotumatua",0.0181143692825139
0.4814806591375,"Centropyge joculator",0.0212166916487359
0.475949060440579,"Centropyge loriculus",0.00658998929878824
0.484901148173938,"Centropyge multispinis",0.0214558030377194
0.484739120643354,"Centropyge nox",0.0133393718815283
0.475523981609265,"Centropyge tibicen",0.0267215300556743
0.478499183217866,"Centropyge vrolikii",0.0237939660513336
0.501381676396016,"Cephalopholis argus",0.0125675418477956
0.485726249896594,"Cephalopholis boenak",0.0197303852720155
0.486557297753361,"Cephalopholis cruentata",0.0132878023444705
0.487096653820454,"Cephalopholis cyanostigma",0.0132878023444705
0.487670305799129,"Cephalopholis formosa",0.013432520175733
0.484368403216468,"Cephalopholis fulva",0.0195626354556585
0.482135926158065,"Cephalopholis hemistiktos",0.010700520307165
0.483014646683501,"Cephalopholis leopardus",0.0165156097405234
0.481103019928813,"Cephalopholis microprion",0.00916823542378406
0.494134717633983,"Cephalopholis miniata",0.0181658759968767
0.538507729612497,"Cephalopholis panamensis",0.0818731928300172
0.500004992868348,"Cephalopholis sexmaculata",0.0125675418477956
0.477769566787584,"Cephalopholis sonnerati",0.0102483379084346
0.482362657302531,"Cephalopholis spiloparaea",0.0103447890128286
0.480478316253179,"Cephalopholis urodeta",0.00916823542378406
0.528460525290525,"Cetoscarus bicolor",0.0223353898692851
0.521694054551225,"Cetoscarus ocellatus",0.0140646668075716
0.53808894281675,"Chaetodermis penicilligerus",0.0133592194811668
0.510607337690294,"Chaetodipterus faber",0.0469492895588257
0.487214303099018,"Chaetodipterus zonatus",0.0472770871402565
0.490272938562786,"Chaetodon adiergastos",0.0159951092153019
0.493735706466121,"Chaetodon andamanensis",0.00585740097114942
0.424820134917033,"Chaetodon argentatus",0.0215900411645463
0.422279228741259,"Chaetodon assarius",0.0413656510438174
0.48975212005566,"Chaetodon aureofasciatus",0.00393560461381779
0.487473998767734,"Chaetodon auriga",0.00954516333482766
0.478718124853933,"Chaetodon auripes",0.000708633914739249
0.489019867213849,"Chaetodon austriacus",0.0100048394560717
0.489866819151813,"Chaetodon baronessa",0.00841647200905256
0.487180888909333,"Chaetodon bennetti",0.0100372343382726
0.422368859869663,"Chaetodon capistratus",0.0271945310116407
0.488766429396967,"Chaetodon citrinellus",0.0197220402272411
0.493763772554406,"Chaetodon collare",0.0163439133583647
0.49911440389549,"Chaetodon decussatus",0.038771561643143
0.419495463473035,"Chaetodon dolosus",0.02041495780362
0.489627519279853,"Chaetodon ephippium",0.0354407081387341
0.417240395592526,"Chaetodon falcula",0.00824478892876985
0.487627802481843,"Chaetodon fasciatus",0.0118651087167411
0.488202886015251,"Chaetodon flavirostris",0.0389436345174087
0.4958040384218,"Chaetodon guentheri",0.063247459590252
0.4969399797326,"Chaetodon guttatissimus",0.0261891400439462
0.421285978341379,"Chaetodon humeralis",0.00988201074527536
0.409394519629149,"Chaetodon interruptus",0.0144219042470791
0.488942252544648,"Chaetodon kleinii",0.0167798934788944
0.488133007849141,"Chaetodon lineolatus",0.0184369172082872
0.41663526394267,"Chaetodon litus",0.0148757566339783
0.488648844957542,"Chaetodon lunula",0.0162158445369338
0.41180728914983,"Chaetodon lunulatus",0.00777085036326241
0.418473674832817,"Chaetodon madagaskariensis",0.0189444161235987
0.49194200130617,"Chaetodon marleyi",0.017313265456244
0.409931085342352,"Chaetodon melannotus",0.0133081719767836
0.414662067105298,"Chaetodon mertensii",0.023552288026763
0.490641087917177,"Chaetodon meyeri",0.0131434511602256
0.472306413951875,"Chaetodon miliaris",0.0177379645625427
0.489526513173318,"Chaetodon multicinctus",0.0400778992917993
0.48739078141092,"Chaetodon ocellatus",0.00954516333482766
0.418256982509262,"Chaetodon ocellicaudus",0.0178769244758532
0.433368055036107,"Chaetodon octofasciatus",0.0327560049039842
0.488776694839172,"Chaetodon ornatissimus",0.0110981583430503
0.493508298710344,"Chaetodon oxycephalus",0.0281956438956159
0.488470007951024,"Chaetodon paucifasciatus",0.014320323453811
0.490564703891131,"Chaetodon pelewensis",0.0198985979523398
0.487606818626786,"Chaetodon plebeius",0.0205225499407191
0.413598015514684,"Chaetodon punctatofasciatus",0.0142001837728473
0.488182963006618,"Chaetodon quadrimaculatus",0.0203643844716126
0.489825900833052,"Chaetodon rafflesii",0.00841647200905256
0.491283775949926,"Chaetodon rainfordi",0.0198985979523398
0.495380466895806,"Chaetodon reticulatus",0.0362553835759032
0.41876421103884,"Chaetodon sedentarius",0.0112809511565073
0.423801924990388,"Chaetodon semeion",0.00501890003337456
0.411264870796199,"Chaetodon semilarvatus",0.00877647003289846
0.489941690875417,"Chaetodon speculum",0.0353060864583266
0.41145491911309,"Chaetodon striatus",0.0169531385371227
0.492860008896669,"Chaetodon triangulum",0.00585740097114942
0.415739322543966,"Chaetodon trichrous",0.0158741959328695
0.420616785876189,"Chaetodon tricinctus",0.0210017134834258
0.487697210739636,"Chaetodon trifascialis",0.00271014612189779
0.489263031183217,"Chaetodon trifasciatus",0.0141535732698065
0.412547377498254,"Chaetodon ulietensis",0.0132808623003209
0.41074035822833,"Chaetodon unimaculatus",0.00929546395396979
0.487801929024227,"Chaetodon vagabundus",0.0118651087167411
0.47819702464644,"Chaetodon wiebeli",0.00748462712947584
0.416001204234328,"Chaetodon xanthocephalus",0.0158802205239285
0.423643567193662,"Chaetodon xanthurus",0.0245569188923918
0.496677330379787,"Chaetodon zanzibarensis",0.0261891400439462
0.429865780617644,"Chaetodontoplus conspicillatus",0.0382198161191486
0.422607769056822,"Chaetodontoplus duboulayi",0.0147731646392448
0.411853397998787,"Chaetodontoplus meredithi",0.0193835220247319
0.422645185777108,"Chaetodontoplus mesoleucus",0.0225218927293309
0.421377125873667,"Chaetodontoplus personifer",0.0172956727845989
0.484590718014223,"Chaetodontoplus septentrionalis",0.0322761375056944
0.720819218943398,"Champsocephalus esox",0.209899664211139
0.652080548287863,"Chanos chanos",0.258252805065293
0.478439365679294,"Cheilinus abudjubbe",0.0195138341353979
0.414285708807437,"Cheilinus chlorourus",0.0104654961271657
0.414898594934517,"Cheilinus fasciatus",0.0080674515857331
0.416907953385336,"Cheilinus lunulatus",0.0153989960893787
0.413958546051347,"Cheilinus oxycephalus",0.0161084897369967
0.415370087022215,"Cheilinus trilobatus",0.00901395265775626
0.457733400108113,"Cheilinus undulatus",0.0401657917047757
0.428434077911015,"Cheilio inermis",0.0235884758883725
0.427587961023186,"Cheilodactylus ephippium",0.0206904690352527
0.484973040785632,"Cheilodactylus fasciatus",0.0125727293627317
0.4203287131722,"Cheilodactylus francisi",0.0226506457806575
0.488186120842974,"Cheilodactylus fuscus",0.0211141608834075
0.485507396815747,"Cheilodactylus gibbosus",0.0116034530338747
0.498137131915435,"Cheilodactylus nigripes",0.0241268603347296
0.484960080775123,"Cheilodactylus pixi",0.0293912291675854
0.4267941004837,"Cheilodactylus plessisi",0.0236862110952905
0.496901539798863,"Cheilodactylus rubrolabiatus",0.0373381736146815
0.507990017800066,"Cheilodactylus spectabilis",0.0213039544712535
0.480378023992794,"Cheilodactylus vestitus",0.0258921083232025
0.478578256476686,"Cheilodactylus zebra",0.0066888794829097
0.480858793891395,"Cheilodactylus zonatus",0.0341514810123919
0.629759130189459,"Cheilodipterus arabicus",0.0401679591404742
0.638157397855465,"Cheilodipterus artus",0.0151069036854414
0.637281175631606,"Cheilodipterus intermedius",0.0151069036854414
0.64118827604498,"Cheilodipterus isostigmus",0.0437575529128738
0.610866135421787,"Cheilodipterus lachneri",0.0576267495912228
0.634731418513148,"Cheilodipterus macrodon",0.0286328421686682
0.633871102956783,"Cheilodipterus nigrotaeniatus",0.0278087307294093
0.594486812478687,"Cheilodipterus parazonatus",0.0232405509523993
0.632271408144285,"Cheilodipterus quinquelineatus",0.0428751093791385
0.495987785449055,"Cheiloprion labiatus",0.043687182230765
0.691965955961107,"Chelidonichthys capensis",0.0658513590375955
0.491522295108787,"Chelmon marginalis",0.0159951092153019
